cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"6,5,1",weird al yankovic,hardware store,chorus,0.7070000000000001,0.867,8.0,-12.443,1.0,0.0703,0.185,0.000338,0.3289999999999999,0.684,126.138,223907.0,4.0,3,"['comedy rock', 'comic']","I can't wait, (no I) I can't wait (oh when)
When are they gonna open up the door?
I'm goin' (yes I'm) goin', I'm a-goin' to the
Goin' to the (hard) ware I'm goin', really goin' to the
Goin' (hard) I'm goin' to the (hard) oh yes, I'm goin' to the
Hardware store",comedy rock,$G♯/A♭$
"1,5,4",electric light orchestra,do ya,bridge,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,3,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"1,5,4,1,5",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"1,5,4,5,1",electric light orchestra,do ya,pre-chorus and chorus,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"1,5,4,5,1",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"4,1,5,4,1",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"4,1,5,4,5",electric light orchestra,do ya,pre-chorus and chorus,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"4,1,5,4,5",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"4,5,1,5,4",electric light orchestra,do ya,pre-chorus and chorus,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"4,5,1,5,4",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"5,1,5,4,5",electric light orchestra,do ya,pre-chorus and chorus,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"5,1,5,4,5",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"5,4,1,5,4",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"5,4,5,1,5",electric light orchestra,do ya,pre-chorus and chorus,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[Chorus]
Do ya want my love",album rock,$D$
"5,4,5,1,5",electric light orchestra,do ya,intro and verse,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,225107.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","In this life I've seen everything I can see woman
I've seen lovers flying through the air
Hand in hand
I've seen babies dancing in the midnight sun
And I've seen kings and queens from the heavenly skies above
I've seen old men crying at their own grave sides
And I've seen pigs all sitting watching
Picture slides
But I never seen nothin' like you.
Do ya want my face
Do ya want my mind
Well I heard the crowd singin' out of tune
As they sat and sang auld lang syne by the light
Of the moon
I heard the preacher bangin' on the drums
And I heard the police playin' with their guns
But I never heard nothing like you
In the country where the sky touches down
On the field she lay her down to rest
In the morning sun
They come a runnin' just to get a look just to
Feel to touch her long black hair they don't
Give a damn
Well I think you know what I'm trying to say
Woman
That is I'd like to save you for a rainy day
I've seen enough of the world to know
That i've got to get it all to get it all to grow",album rock,$D$
"1,5,4",lady gaga,again again,intro and verse,0.45,0.335,7.0,-7.463999999999999,1.0,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,281235.0,4.0,3,"['dance pop', 'pop']","You've gotta a lotta lotta nerve
Coming here when I'm still with him
And I can't have you, it isn't fair
Born March of '86, my birthday's coming
And if I had one wish
Yeah, you'd be it
Again and again
Again, again, again, again
Never stop again and again
Again, again, a a again, again
Never stop, oh
He never really saw me
Or waited when we were hooking up
Yeah he'd a never last
Last week when I was sad
You said that you knew
My eyes change from kinda green
To kind blue, hey yea
Hey tell me if I leave him
Baby would you be there
'Cause maybe you could
Be more than that, all the time
I'm sad chillin'",dance pop,$G$
